record_id,record_type,row_id,year,region,region_norm,title,url,videoId,video_id,videoId_is_valid,videoId_occurrences,is_duplicate_videoId,views,view_count,views_raw,views_is_missing,views_snapshot_date,metadata_snapshot_date,tags_list,tags,tags_raw,tag1,tag2,tag3,tag4,tag5,source_platform,license
youtube-video-igloyByeB_Q,youtube_video_metadata,226,2021,Argentina,argentina,"VILLA ALPINA 🏔️ Visiting a Tiny HIDDEN ALPINE VILLAGE in CORDOBA, Argentina",https://youtu.be/igloyByeB_Q,igloyByeB_Q,igloyByeB_Q,True,1,False,22369,22369,22369,False,2026-02-10,2026-02-10,"[""alpine village"", ""villa alpina cordoba"", ""alpine village argentina"", ""villa alpina"", ""alpine village cordoba""]","alpine village, villa alpina cordoba, alpine village argentina, villa alpina, alpine village cordoba","alpine village, villa alpina cordoba, alpine village argentina, villa alpina, alpine village cordoba",alpine village,villa alpina cordoba,alpine village argentina,villa alpina,alpine village cordoba,YouTube,CC-BY-NC-4.0
youtube-video-ghPudLpnZhE,youtube_video_metadata,227,2021,Argentina,argentina,Driving in ARGENTINA After 20+ Years! 🚘 | ROAD TRIP to the Sierras of Cordoba,https://youtu.be/ghPudLpnZhE,ghPudLpnZhE,ghPudLpnZhE,True,1,False,29380,29380,29380,False,2026-02-10,2026-02-10,"[""driving in argentina"", ""driving in cordoba argentina"", ""cordoba argentina"", ""driving in cordoba"", ""driving rental car argentina""]","driving in argentina, driving in cordoba argentina, cordoba argentina, driving in cordoba, driving rental car argentina","driving in argentina, driving in cordoba argentina, cordoba argentina, driving in cordoba, driving rental car argentina",driving in argentina,driving in cordoba argentina,cordoba argentina,driving in cordoba,driving rental car argentina,YouTube,CC-BY-NC-4.0
youtube-video--pg_qz0h2jA,youtube_video_metadata,228,2021,Argentina,argentina,Must-Try Argentine STEAK SANDWICHES + CHORIZO on a Bun 🥩 + Japanese Gardens,https://youtu.be/-pg_qz0h2jA,-pg_qz0h2jA,-pg_qz0h2jA,True,1,False,50846,50846,50846,False,2026-02-10,2026-02-10,"[""steak sandwiches"", ""steak sandwich"", ""japanese gardens buenos aires"", ""best steak sandwich buenos aires"", ""choripan""]","steak sandwiches, steak sandwich, japanese gardens buenos aires, best steak sandwich buenos aires, choripan","steak sandwiches, steak sandwich, japanese gardens buenos aires, best steak sandwich buenos aires, choripan",steak sandwiches,steak sandwich,japanese gardens buenos aires,best steak sandwich buenos aires,choripan,YouTube,CC-BY-NC-4.0
youtube-video-y0H7H7sVV0E,youtube_video_metadata,229,2021,Argentina,argentina,SAILING the WIDEST RIVER in the World! ⛵ | River Plate Sail Trip in BUENOS AIRES,https://youtu.be/y0H7H7sVV0E,y0H7H7sVV0E,y0H7H7sVV0E,True,1,False,15558,15558,15558,False,2026-02-10,2026-02-10,"[""buenos aires sailing"", ""sailing buenos aires"", ""sailing trip buenos aires"", ""sailing trip river plate"", ""buenos aires day trip""]","buenos aires sailing, sailing buenos aires, sailing trip buenos aires, sailing trip river plate, buenos aires day trip","buenos aires sailing, sailing buenos aires, sailing trip buenos aires, sailing trip river plate, buenos aires day trip",buenos aires sailing,sailing buenos aires,sailing trip buenos aires,sailing trip river plate,buenos aires day trip,YouTube,CC-BY-NC-4.0
youtube-video-TyioaV8fnc0,youtube_video_metadata,230,2020,Argentina,argentina,"Northern ARGENTINE FOOD: Empanadas, Humitas + Tamales 🥟 (It Rained So We ATE!)",https://youtu.be/TyioaV8fnc0,TyioaV8fnc0,TyioaV8fnc0,True,1,False,21680,21680,21680,False,2026-02-10,2026-02-10,"[""northern argentine food"", ""argentina food"", ""argentine food"", ""argentina food travel"", ""tamales argentina""]","northern argentine food, argentina food, argentine food, argentina food travel, tamales argentina","northern argentine food, argentina food, argentine food, argentina food travel, tamales argentina",northern argentine food,argentina food,argentine food,argentina food travel,tamales argentina,YouTube,CC-BY-NC-4.0
youtube-video-iLKAAmoVDdc,youtube_video_metadata,231,2020,Argentina,argentina,Travelling to ARGENTINA 🇦🇷 This MONSTER MILANESA Was Our First Meal Back!,https://youtu.be/iLKAAmoVDdc,iLKAAmoVDdc,iLKAAmoVDdc,True,1,False,94828,94828,94828,False,2026-02-10,2026-02-10,"[""travelling to argentina"", ""best milanesa buenos aires"", ""argentina travel"", ""milanesas buenos aires"", ""milanesa""]","travelling to argentina, best milanesa buenos aires, argentina travel, milanesas buenos aires, milanesa","travelling to argentina, best milanesa buenos aires, argentina travel, milanesas buenos aires, milanesa",travelling to argentina,best milanesa buenos aires,argentina travel,milanesas buenos aires,milanesa,YouTube,CC-BY-NC-4.0
youtube-video-2FuWrmSMlPY,youtube_video_metadata,232,2020,South America,south america,"Our SOUTH AMERICA TRIP 🌎 | Travelling ARGENTINA, URUGUAY & CHILE: 3 Months!",https://youtu.be/2FuWrmSMlPY,2FuWrmSMlPY,2FuWrmSMlPY,True,1,False,69022,69022,69022,False,2026-02-10,2026-02-10,"[""south america trip"", ""south america travel"", ""south america travel vlog"", ""south america travel video"", ""south america backpacking""]","south america trip, south america travel, south america travel vlog, south america travel video, south america backpacking","south america trip, south america travel, south america travel vlog, south america travel video, south america backpacking",south america trip,south america travel,south america travel vlog,south america travel video,south america backpacking,YouTube,CC-BY-NC-4.0
youtube-video-a6ePgIR7xi4,youtube_video_metadata,233,2020,Canada,canada,CHRISTMAS LIGHTS ✨ + POLAR DRIVE at Toronto Pearson Airport 🎄,https://youtu.be/a6ePgIR7xi4,a6ePgIR7xi4,a6ePgIR7xi4,True,1,False,37033,37033,37033,False,2026-02-10,2026-02-10,"[""christmas lights"", ""christmas lights show"", ""polar drive"", ""polar drive pearson"", ""polar drive through toronto""]","christmas lights, christmas lights show, polar drive, polar drive pearson, polar drive through toronto","christmas lights, christmas lights show, polar drive, polar drive pearson, polar drive through toronto",christmas lights,christmas lights show,polar drive,polar drive pearson,polar drive through toronto,YouTube,CC-BY-NC-4.0
youtube-video-roTsxO8tQT0,youtube_video_metadata,234,2020,Canada,canada,Perfect DAY in TORONTO! ❄️ Things TO DO with 24 Hours in DOWNTOWN Toronto,https://youtu.be/roTsxO8tQT0,roTsxO8tQT0,roTsxO8tQT0,True,1,False,73493,73493,73493,False,2026-02-10,2026-02-10,"[""toronto"", ""day in toronto"", ""24 hours in toronto"", ""things to do in toronto"", ""day in toronto vlog""]","toronto, day in toronto, 24 hours in toronto, things to do in toronto, day in toronto vlog","toronto, day in toronto, 24 hours in toronto, things to do in toronto, day in toronto vlog",toronto,day in toronto,24 hours in toronto,things to do in toronto,day in toronto vlog,YouTube,CC-BY-NC-4.0
youtube-video-2OaNwfWOnCc,youtube_video_metadata,235,2020,Canada,canada,SURPRISE Getaway for SAM's Birthday 🥳 | Toronto Hotel STAYCATION + Pizza,https://youtu.be/2OaNwfWOnCc,2OaNwfWOnCc,2OaNwfWOnCc,True,1,False,47586,47586,47586,False,2026-02-10,2026-02-10,"[""surprise trip"", ""surprise trip vlog"", ""hotel staycation toronto"", ""toronto"", ""hotel staycation""]","surprise trip, surprise trip vlog, hotel staycation toronto, toronto, hotel staycation","surprise trip, surprise trip vlog, hotel staycation toronto, toronto, hotel staycation",surprise trip,surprise trip vlog,hotel staycation toronto,toronto,hotel staycation,YouTube,CC-BY-NC-4.0
youtube-video-3SasMqRX2Sg,youtube_video_metadata,236,2020,Canada,canada,Enjoying WINTER in CANADA ☃️ | First SNOWFALL ❄️ + Decorating CHRISTMAS TREE,https://youtu.be/3SasMqRX2Sg,3SasMqRX2Sg,3SasMqRX2Sg,True,1,False,39780,39780,39780,False,2026-02-10,2026-02-10,"[""winter in canada"", ""winter canada"", ""winter canada vlog"", ""canada in winter"", ""canada in winter vlog""]","winter in canada, winter canada, winter canada vlog, canada in winter, canada in winter vlog","winter in canada, winter canada, winter canada vlog, canada in winter, canada in winter vlog",winter in canada,winter canada,winter canada vlog,canada in winter,canada in winter vlog,YouTube,CC-BY-NC-4.0
youtube-video-FT0CDL0tzR8,youtube_video_metadata,237,2020,Canada,canada,NIAGARA FALLS Day Trip from Toronto 🌊 + Wine Tasting in NIAGARA VINEYARDS 🍇,https://youtu.be/FT0CDL0tzR8,FT0CDL0tzR8,FT0CDL0tzR8,True,1,False,29479,29479,29479,False,2026-02-10,2026-02-10,"[""niagara falls"", ""niagara falls canada"", ""niagara falls vlog"", ""niagara falls day trip"", ""day trip to niagara falls""]","niagara falls, niagara falls canada, niagara falls vlog, niagara falls day trip, day trip to niagara falls","niagara falls, niagara falls canada, niagara falls vlog, niagara falls day trip, day trip to niagara falls",niagara falls,niagara falls canada,niagara falls vlog,niagara falls day trip,day trip to niagara falls,YouTube,CC-BY-NC-4.0
youtube-video-Um3hYHll3X4,youtube_video_metadata,238,2020,Canada,canada,WEEK in the LIFE Vlog in Canada | Planning a Surprise Getaway + Toronto Day Trips,https://youtu.be/Um3hYHll3X4,Um3hYHll3X4,Um3hYHll3X4,True,1,False,20412,20412,20412,False,2026-02-10,2026-02-10,"[""week in the life"", ""week in the life vlog"", ""toronto day trips"", ""week in the life canada"", ""canada life vlog""]","week in the life, week in the life vlog, toronto day trips, week in the life canada, canada life vlog","week in the life, week in the life vlog, toronto day trips, week in the life canada, canada life vlog",week in the life,week in the life vlog,toronto day trips,week in the life canada,canada life vlog,YouTube,CC-BY-NC-4.0
youtube-video-t353n4NgIgA,youtube_video_metadata,239,2020,Canada,canada,Surprising Sam with a HOME OFFICE MAKEOVER! 🤓 | DIY Office Setup + Desk Tour,https://youtu.be/t353n4NgIgA,t353n4NgIgA,t353n4NgIgA,True,1,False,40892,40892,40892,False,2026-02-10,2026-02-10,"[""home office makeover"", ""home office setup"", ""home office"", ""home office design ideas"", ""home office tour""]","home office makeover, home office setup, home office, home office design ideas, home office tour","home office makeover, home office setup, home office, home office design ideas, home office tour",home office makeover,home office setup,home office,home office design ideas,home office tour,YouTube,CC-BY-NC-4.0
youtube-video-VqtJ72Wx-So,youtube_video_metadata,240,2020,Canada,canada,CUTE TOWN in NOVA SCOTIA (Tatamagouche) + Cozy CABIN in the WOODS 🏡,https://youtu.be/VqtJ72Wx-So,VqtJ72Wx-So,VqtJ72Wx-So,True,1,False,33518,33518,33518,False,2026-02-10,2026-02-10,"[""tatamagouche"", ""tatamagouche nova scotia"", ""nova scotia"", ""nova scotia road trip"", ""nova scotia cabin""]","tatamagouche, tatamagouche nova scotia, nova scotia, nova scotia road trip, nova scotia cabin","tatamagouche, tatamagouche nova scotia, nova scotia, nova scotia road trip, nova scotia cabin",tatamagouche,tatamagouche nova scotia,nova scotia,nova scotia road trip,nova scotia cabin,YouTube,CC-BY-NC-4.0
youtube-video-TZIBBTK355g,youtube_video_metadata,241,2020,Canada,canada,Visiting PEGGY'S COVE Lighthouse + POLLY'S COVE Hike 🗺️🇨🇦 Road Trip NOVA SCOTIA,https://youtu.be/TZIBBTK355g,TZIBBTK355g,TZIBBTK355g,True,1,False,43782,43782,43782,False,2026-02-10,2026-02-10,"[""peggy's cove"", ""peggys cove"", ""peggy's cove nova scotia"", ""nova scotia canada"", ""peggy's cove lighthouse""]","peggy's cove, peggys cove, peggy's cove nova scotia, nova scotia canada, peggy's cove lighthouse","peggy's cove, peggys cove, peggy's cove nova scotia, nova scotia canada, peggy's cove lighthouse",peggy's cove,peggys cove,peggy's cove nova scotia,nova scotia canada,peggy's cove lighthouse,YouTube,CC-BY-NC-4.0
youtube-video-s61WwYg9nOc,youtube_video_metadata,242,2020,Canada,canada,Best Day of Our NOVA SCOTIA ROAD TRIP 🚘🇨🇦 Visiting LaHave Islands + The Ovens,https://youtu.be/s61WwYg9nOc,s61WwYg9nOc,s61WwYg9nOc,True,1,False,53309,53309,53309,False,2026-02-10,2026-02-10,"[""nova scotia road trip"", ""canada road trip"", ""lahave islands"", ""road trip nova scotia"", ""road trip nova scotia canada""]","nova scotia road trip, canada road trip, lahave islands, road trip nova scotia, road trip nova scotia canada","nova scotia road trip, canada road trip, lahave islands, road trip nova scotia, road trip nova scotia canada",nova scotia road trip,canada road trip,lahave islands,road trip nova scotia,road trip nova scotia canada,YouTube,CC-BY-NC-4.0
youtube-video-YzXnoFosgw8,youtube_video_metadata,243,2020,Canada,canada,"MAHONE BAY Travel Guide 🦞 15 Things to do in Mahone Bay, Nova Scotia",https://youtu.be/YzXnoFosgw8,YzXnoFosgw8,YzXnoFosgw8,True,1,False,58683,58683,58683,False,2026-02-10,2026-02-10,"[""mahone bay"", ""mahone bay nova scotia"", ""mahone bay travel guide"", ""mahone bay travel"", ""things to do in mahone bay""]","mahone bay, mahone bay nova scotia, mahone bay travel guide, mahone bay travel, things to do in mahone bay","mahone bay, mahone bay nova scotia, mahone bay travel guide, mahone bay travel, things to do in mahone bay",mahone bay,mahone bay nova scotia,mahone bay travel guide,mahone bay travel,things to do in mahone bay,YouTube,CC-BY-NC-4.0
youtube-video-m7kmQ61xSeQ,youtube_video_metadata,244,2020,Canada,canada,"LUNENBURG TRAVEL GUIDE ⛵18 Things to do in Luneburg, Nova Scotia 🇨🇦",https://youtu.be/m7kmQ61xSeQ,m7kmQ61xSeQ,m7kmQ61xSeQ,True,1,False,166307,166307,166307,False,2026-02-10,2026-02-10,"[""lunenburg"", ""lunenburg nova scotia"", ""lunenburg travel guide"", ""lunenburg travel"", ""things to do in lunenburg""]","lunenburg, lunenburg nova scotia, lunenburg travel guide, lunenburg travel, things to do in lunenburg","lunenburg, lunenburg nova scotia, lunenburg travel guide, lunenburg travel, things to do in lunenburg",lunenburg,lunenburg nova scotia,lunenburg travel guide,lunenburg travel,things to do in lunenburg,YouTube,CC-BY-NC-4.0
youtube-video-lqAl__AcsfU,youtube_video_metadata,245,2020,Canada,canada,"HALIFAX TRAVEL GUIDE 🚢 25 Things TO DO in Halifax, Nova Scotia 🌉",https://youtu.be/lqAl__AcsfU,lqAl__AcsfU,lqAl__AcsfU,True,1,False,267264,267264,267264,False,2026-02-10,2026-02-10,"[""halifax"", ""halifax nova scotia"", ""halifax travel"", ""halifax travel guide"", ""halifax travel video""]","halifax, halifax nova scotia, halifax travel, halifax travel guide, halifax travel video","halifax, halifax nova scotia, halifax travel, halifax travel guide, halifax travel video",halifax,halifax nova scotia,halifax travel,halifax travel guide,halifax travel video,YouTube,CC-BY-NC-4.0
youtube-video-eWB6l5pKcQk,youtube_video_metadata,246,2020,Canada,canada,HALIFAX FOOD GUIDE (Must-Try Food & Drink in NOVA SCOTIA) 🦀 Best CANADIAN FOOD,https://youtu.be/eWB6l5pKcQk,eWB6l5pKcQk,eWB6l5pKcQk,True,1,False,205476,205476,205476,False,2026-02-10,2026-02-10,"[""halifax food"", ""canadian food"", ""best canadian food"", ""halifax food tour"", ""halifax food guide""]","halifax food, canadian food, best canadian food, halifax food tour, halifax food guide","halifax food, canadian food, best canadian food, halifax food tour, halifax food guide",halifax food,canadian food,best canadian food,halifax food tour,halifax food guide,YouTube,CC-BY-NC-4.0
youtube-video-IWXZsD7QjLI,youtube_video_metadata,247,2020,Canada,canada,GRAND MANAN ISLAND Travel Guide 🦞 MUST-VISIT Island in ATLANTIC CANADA!,https://youtu.be/IWXZsD7QjLI,IWXZsD7QjLI,IWXZsD7QjLI,True,1,False,66009,66009,66009,False,2026-02-10,2026-02-10,"[""grand manan"", ""grand manan travel"", ""grand manan island"", ""grand manan island new brunswick"", ""grand manan travel guide""]","grand manan, grand manan travel, grand manan island, grand manan island new brunswick, grand manan travel guide","grand manan, grand manan travel, grand manan island, grand manan island new brunswick, grand manan travel guide",grand manan,grand manan travel,grand manan island,grand manan island new brunswick,grand manan travel guide,YouTube,CC-BY-NC-4.0
youtube-video-lXzAW8lVB7k,youtube_video_metadata,248,2020,Canada,canada,Staying in a CONVERTED CHURCH 💒 AMAZING AirBnB Rental + BIGGEST DONAIR 🥙,https://youtu.be/lXzAW8lVB7k,lXzAW8lVB7k,lXzAW8lVB7k,True,1,False,61062,61062,61062,False,2026-02-10,2026-02-10,"[""church airbnb"", ""biggest donair"", ""airbnb church"", ""church airbnb tour"", ""airbnb tour church""]","church airbnb, biggest donair, airbnb church, church airbnb tour, airbnb tour church","church airbnb, biggest donair, airbnb church, church airbnb tour, airbnb tour church",church airbnb,biggest donair,airbnb church,church airbnb tour,airbnb tour church,YouTube,CC-BY-NC-4.0
youtube-video-pNPBvUSAkx4,youtube_video_metadata,249,2020,Canada,canada,GLAMPING in CANADA (TINY HOUSE in New Brunswick!) 🇨🇦 KING'S LANDING Village,https://youtu.be/pNPBvUSAkx4,pNPBvUSAkx4,pNPBvUSAkx4,True,1,False,239698,239698,239698,False,2026-02-10,2026-02-10,"[""glamping"", ""tiny house"", ""glamping canada"", ""tiny house in canada"", ""glamping in canada""]","glamping, tiny house, glamping canada, tiny house in canada, glamping in canada","glamping, tiny house, glamping canada, tiny house in canada, glamping in canada",glamping,tiny house,glamping canada,tiny house in canada,glamping in canada,YouTube,CC-BY-NC-4.0
youtube-video-_kDqh9sBtSM,youtube_video_metadata,250,2020,Canada,canada,"Our First TREE TENT CAMPING Experience in New Brunswick, CANADA 🏕️ TENTSILE",https://youtu.be/_kDqh9sBtSM,_kDqh9sBtSM,_kDqh9sBtSM,True,1,False,131433,131433,131433,False,2026-02-10,2026-02-10,"[""tree tent"", ""tree tent camping"", ""tree tent canada"", ""tree tent tentsile"", ""tentsile connect tree tent""]","tree tent, tree tent camping, tree tent canada, tree tent tentsile, tentsile connect tree tent","tree tent, tree tent camping, tree tent canada, tree tent tentsile, tentsile connect tree tent",tree tent,tree tent camping,tree tent canada,tree tent tentsile,tentsile connect tree tent,YouTube,CC-BY-NC-4.0
youtube-video-u3ojjBFfPGQ,youtube_video_metadata,251,2020,India,india,"NON-VEG FOOD Tour in Chennai, India: BEEF BIRYANI + BEEF BRAIN + CHICKEN DISHES",https://youtu.be/u3ojjBFfPGQ,u3ojjBFfPGQ,u3ojjBFfPGQ,True,1,False,27839,27839,27839,False,2026-02-10,2026-02-10,"[""chennai food tour"", ""chennai non veg food tour"", ""chennai food"", ""food tour chennai"", ""chennai non veg food""]","chennai food tour, chennai non veg food tour, chennai food, food tour chennai, chennai non veg food","chennai food tour, chennai non veg food tour, chennai food, food tour chennai, chennai non veg food",chennai food tour,chennai non veg food tour,chennai food,food tour chennai,chennai non veg food,YouTube,CC-BY-NC-4.0
youtube-video-cFSIgSH-DWk,youtube_video_metadata,252,2020,India,india,Our INDIA TRIP Continues! Super short Flight from BANGALORE to CHENNAI with SpiceJet,https://youtu.be/cFSIgSH-DWk,cFSIgSH-DWk,cFSIgSH-DWk,True,1,False,36684,36684,36684,False,2026-02-10,2026-02-10,"[""india trip"", ""india trip continues"", ""our trip to india"", ""india food trip"", ""india trip davidsbeenhere""]","india trip, india trip continues, our trip to india, india food trip, india trip davidsbeenhere","india trip, india trip continues, our trip to india, india food trip, india trip davidsbeenhere",india trip,india trip continues,our trip to india,india food trip,india trip davidsbeenhere,YouTube,CC-BY-NC-4.0
youtube-video-rXj6QPuss6U,youtube_video_metadata,253,2020,Canada,canada,"Cozy TINY CABIN Stay in ONTARIO, Canada 🇨🇦 Sisters Getaway in a Tiny House",https://youtu.be/rXj6QPuss6U,rXj6QPuss6U,rXj6QPuss6U,True,1,False,212936,212936,212936,False,2026-02-10,2026-02-10,"[""tiny cabin stay"", ""tiny cabin"", ""tiny cabin tour"", ""tiny cabin in the woods"", ""tiny house cabin in the woods""]","tiny cabin stay, tiny cabin, tiny cabin tour, tiny cabin in the woods, tiny house cabin in the woods","tiny cabin stay, tiny cabin, tiny cabin tour, tiny cabin in the woods, tiny house cabin in the woods",tiny cabin stay,tiny cabin,tiny cabin tour,tiny cabin in the woods,tiny house cabin in the woods,YouTube,CC-BY-NC-4.0
youtube-video-efonXfZpD0w,youtube_video_metadata,254,2020,India,india,"Ultimate FOOD TOUR in BANGALORE, India 🇮🇳 Best Food Places in Bengaluru for DOSA",https://youtu.be/efonXfZpD0w,efonXfZpD0w,efonXfZpD0w,True,1,False,155666,155666,155666,False,2026-02-10,2026-02-10,"[""food tour bangalore"", ""bangalore food tour"", ""bengaluru food tour"", ""best food bangalore"", ""bangalore food tour by foreigners""]","food tour bangalore, bangalore food tour, bengaluru food tour, best food bangalore, bangalore food tour by foreigners","food tour bangalore, bangalore food tour, bengaluru food tour, best food bangalore, bangalore food tour by foreigners",food tour bangalore,bangalore food tour,bengaluru food tour,best food bangalore,bangalore food tour by foreigners,YouTube,CC-BY-NC-4.0
youtube-video-loB1DsVn-HQ,youtube_video_metadata,255,2020,India,india,BANGALORE STREET FOOD at VV Puram Food Street 🌙🍴 Amazing INDIAN STREET FOOD,https://youtu.be/loB1DsVn-HQ,loB1DsVn-HQ,loB1DsVn-HQ,True,1,False,120205,120205,120205,False,2026-02-10,2026-02-10,"[""bangalore street food"", ""vv puram food street"", ""indian street food"", ""street food bangalore"", ""vv puram street food bangalore""]","bangalore street food, vv puram food street, indian street food, street food bangalore, vv puram street food bangalore","bangalore street food, vv puram food street, indian street food, street food bangalore, vv puram street food bangalore",bangalore street food,vv puram food street,indian street food,street food bangalore,vv puram street food bangalore,YouTube,CC-BY-NC-4.0
youtube-video-rSs25xGMGso,youtube_video_metadata,256,2020,India,india,BANGALORE FOOD TOUR! South Indian Cuisine (DOSA + VADA + PURI + IDLI + BIRYANI),https://youtu.be/rSs25xGMGso,rSs25xGMGso,rSs25xGMGso,True,1,False,303280,303280,303280,False,2026-02-10,2026-02-10,"[""bangalore food tour"", ""bangalore food tour by foreigners"", ""bengaluru food tour"", ""bangalore food"", ""bangalore south indian food""]","bangalore food tour, bangalore food tour by foreigners, bengaluru food tour, bangalore food, bangalore south indian food","bangalore food tour, bangalore food tour by foreigners, bengaluru food tour, bangalore food, bangalore south indian food",bangalore food tour,bangalore food tour by foreigners,bengaluru food tour,bangalore food,bangalore south indian food,YouTube,CC-BY-NC-4.0
youtube-video-Bjml2kG-1pI,youtube_video_metadata,257,2020,Global,global,Q&A: HOW do you make MONEY?💸 Do you WANT KIDS?🍼 TRAVEL & LIFE PLANS?,https://youtu.be/Bjml2kG-1pI,Bjml2kG-1pI,Bjml2kG-1pI,True,1,False,42404,42404,42404,False,2026-02-10,2026-02-10,"[""how do you make money"", ""do you want kids"", ""samuel and audrey q&a"", ""sam and audrey q&a"", ""make money travel blogger""]","how do you make money, do you want kids, samuel and audrey q&a, sam and audrey q&a, make money travel blogger","how do you make money, do you want kids, samuel and audrey q&a, sam and audrey q&a, make money travel blogger",how do you make money,do you want kids,samuel and audrey q&a,sam and audrey q&a,make money travel blogger,YouTube,CC-BY-NC-4.0
youtube-video-Q1n2dWe55ek,youtube_video_metadata,258,2020,Canada,canada,TINY HOUSE in the Woods Getaway Near Toronto 🌲🥾 TOUR of a TINY CONTAINER HOME,https://youtu.be/Q1n2dWe55ek,Q1n2dWe55ek,Q1n2dWe55ek,True,1,False,264517,264517,264517,False,2026-02-10,2026-02-10,"[""tiny house"", ""tiny house tour"", ""tiny house canada"", ""tiny house ontario"", ""tiny house ontario canada""]","tiny house, tiny house tour, tiny house canada, tiny house ontario, tiny house ontario canada","tiny house, tiny house tour, tiny house canada, tiny house ontario, tiny house ontario canada",tiny house,tiny house tour,tiny house canada,tiny house ontario,tiny house ontario canada,YouTube,CC-BY-NC-4.0
youtube-video-8iGqHham-FU,youtube_video_metadata,259,2020,Canada,canada,INDIAN FOOD in Canada 🇨🇦 Trying PUNJABI FOOD in Brampton + Stories From INDIA!,https://youtu.be/8iGqHham-FU,8iGqHham-FU,8iGqHham-FU,True,1,False,187671,187671,187671,False,2026-02-10,2026-02-10,"[""indian food"", ""indian food in canada"", ""punjabi food"", ""punjabi food in canada"", ""indian food canada""]","indian food, indian food in canada, punjabi food, punjabi food in canada, indian food canada","indian food, indian food in canada, punjabi food, punjabi food in canada, indian food canada",indian food,indian food in canada,punjabi food,punjabi food in canada,indian food canada,YouTube,CC-BY-NC-4.0
youtube-video-17f1Wi9NqoU,youtube_video_metadata,260,2020,Canada,canada,OFF-GRID CABIN TOUR in Canada 🏕️🏡 TINY HOUSE LIVING Less Than 1 Hour From Toronto,https://youtu.be/17f1Wi9NqoU,17f1Wi9NqoU,17f1Wi9NqoU,True,1,False,198756,198756,198756,False,2026-02-10,2026-02-10,"[""off grid cabin"", ""off grid cabin canada"", ""off grid cabin ontario"", ""off grid cabin tour"", ""tiny off grid cabin tour""]","off grid cabin, off grid cabin canada, off grid cabin ontario, off grid cabin tour, tiny off grid cabin tour","off grid cabin, off grid cabin canada, off grid cabin ontario, off grid cabin tour, tiny off grid cabin tour",off grid cabin,off grid cabin canada,off grid cabin ontario,off grid cabin tour,tiny off grid cabin tour,YouTube,CC-BY-NC-4.0
youtube-video-KU5oFl6QgiY,youtube_video_metadata,261,2020,India,india,AMAZING Amritsari PUNJABI THALI 🍛 + Visiting DURGIANA MANDIR (Silver Temple),https://youtu.be/KU5oFl6QgiY,KU5oFl6QgiY,KU5oFl6QgiY,True,1,False,65200,65200,65200,False,2026-02-10,2026-02-10,"[""punjabi thali"", ""thali"", ""punjab thali"", ""amritsari thali"", ""amritsar thali""]","punjabi thali, thali, punjab thali, amritsari thali, amritsar thali","punjabi thali, thali, punjab thali, amritsari thali, amritsar thali",punjabi thali,thali,punjab thali,amritsari thali,amritsar thali,YouTube,CC-BY-NC-4.0
youtube-video-_Dx-F6e1zkg,youtube_video_metadata,262,2020,India,india,Visiting GOLDEN TEMPLE in Amritsar + Eating INDIAN FOOD in WORLD’S BIGGEST KITCHEN,https://youtu.be/_Dx-F6e1zkg,_Dx-F6e1zkg,_Dx-F6e1zkg,True,1,False,107536,107536,107536,False,2026-02-10,2026-02-10,"[""golden temple"", ""golden temple amritsar food"", ""golden temple amritsar"", ""golden temple amritsar vlog"", ""amritsar golden temple""]","golden temple, golden temple amritsar food, golden temple amritsar, golden temple amritsar vlog, amritsar golden temple","golden temple, golden temple amritsar food, golden temple amritsar, golden temple amritsar vlog, amritsar golden temple",golden temple,golden temple amritsar food,golden temple amritsar,golden temple amritsar vlog,amritsar golden temple,YouTube,CC-BY-NC-4.0
youtube-video-X9p90O-Ck1I,youtube_video_metadata,263,2020,India,india,INDIA-PAKISTAN Border Closing Ceremony at Attari-Wagah 🇮🇳🇵🇰 Trying PAKISTANI FOOD,https://youtu.be/X9p90O-Ck1I,X9p90O-Ck1I,X9p90O-Ck1I,True,1,False,77416,77416,77416,False,2026-02-10,2026-02-10,"[""india pakistan border closing ceremony"", ""india pakistan"", ""trying pakistani food first time"", ""india pakistan border"", ""india pakistan border ceremony""]","india pakistan border closing ceremony, india pakistan, trying pakistani food first time, india pakistan border, india pakistan border ceremony","india pakistan border closing ceremony, india pakistan, trying pakistani food first time, india pakistan border, india pakistan border ceremony",india pakistan border closing ceremony,india pakistan,trying pakistani food first time,india pakistan border,india pakistan border ceremony,YouTube,CC-BY-NC-4.0
youtube-video-2XgCh2qhyV8,youtube_video_metadata,264,2020,India,india,BEST PUNJABI FOOD in Amritsar: DAL MAKHANI + PALAK PANEER at Kesar Da Dhaba,https://youtu.be/2XgCh2qhyV8,2XgCh2qhyV8,2XgCh2qhyV8,True,1,False,64599,64599,64599,False,2026-02-10,2026-02-10,"[""punjabi food"", ""best punjabi food"", ""dal makhani"", ""kesar de dhaba"", ""palak paneer""]","punjabi food, best punjabi food, dal makhani, kesar de dhaba, palak paneer","punjabi food, best punjabi food, dal makhani, kesar de dhaba, palak paneer",punjabi food,best punjabi food,dal makhani,kesar de dhaba,palak paneer,YouTube,CC-BY-NC-4.0
